연도,명절구분,순번,자원명,관리기관구분,기관명,주소,상세주소,경도,위도,주차장유형,주차면수,휴일_1_개방일,휴일_1_개방시간,휴일_2_개방일,휴일_2_개방시간,휴일_3_개방일,휴일_3_개방시간,휴일_4_개방일,휴일_4_개방시간,휴일_5_개방일,휴일_5_개방시간,요금정책,참고사항
2026,설,28036,상월초등학교,교육청,충청남도교육청 충청남도논산계룡교육지원청 상월초등학교병설유치원,충남 논산시 상월면 신충리 25,교내,127.1397053,36.29359838,노외,10,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28037,월광 5공영주차장,공공기관,대구광역시 달서구 문화환경국 주차관리과,대구 달서구 도원동 1176-1,,128.5488871,35.79448363,노외,54,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28038,송현1동 1공영주차장,공공기관,대구광역시 달서구 문화환경국 주차관리과,대구 달서구 송현동 1970-15,,128.5543069,35.82513186,노외,10,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28039,송현1동 2공영주차장,공공기관,대구광역시 달서구 문화환경국 주차관리과,대구 달서구 송현동 1971-2,,128.5537527,35.8255085,노외,27,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28040,송현1동 3공영주차장,공공기관,대구광역시 달서구 문화환경국 주차관리과,대구 달서구 송현동 1995-5,,128.5550488,35.82926757,노외,22,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28041,든들마을 네모주차장,공공기관,대구광역시 달서구 문화환경국 주차관리과,대구 달서구 송현동 286-2,,128.5585162,35.83102045,노외,10,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28042,든들마을 세모주차장,공공기관,대구광역시 달서구 문화환경국 주차관리과,대구 달서구 송현동 289-14,,128.5578928,35.83125608,노외,5,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28043,든들마을 다모주차장,공공기관,대구광역시 달서구 문화환경국 주차관리과,대구 달서구 송현동 276,,128.5589535,35.83046508,노외,10,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28044,송현2동 공영주차장,공공기관,대구광역시 달서구 문화환경국 주차관리과,대구 달서구 송현동 496-1,,128.5474702,35.83219504,노외,42,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28045,본동 1공영주차장,공공기관,대구광역시 달서구 문화환경국 주차관리과,대구 달서구 본동 922,,128.5363404,35.83363552,노외,34,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28046,본동 2공영주차장,공공기관,대구광역시 달서구 문화환경국 주차관리과,대구 달서구 본동 867-1,,128.5410696,35.83426435,노외,10,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28047,본동 3공영주차장,공공기관,대구광역시 달서구 문화환경국 주차관리과,대구 달서구 본동 875,,128.5348449,35.83571152,노외,18,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28048,본동 4공영주차장,공공기관,대구광역시 달서구 문화환경국 주차관리과,대구 달서구 본동 765-1,,128.5392565,35.83679054,노외,10,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28049,와룡 위 공원 주차장,공공기관,대구광역시 달서구 도시창조국 공원녹지과,대구 달서구 이곡동 1189,,128.5003362,35.85761524,기타,26,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28050,상호림 공원 주차장,공공기관,대구광역시 달서구 도시창조국 공원녹지과,대구 달서구 호림동 1-6,,128.4800831,35.8376264,노외,38,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28051,장기근린공원주차장,공공기관,대구광역시 달서구 도시창조국 공원녹지과,대구 달서구 장기동 733,,128.5221755,35.84392156,노외,103,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28052,학산근린공원 위령탑 주차장,공공기관,대구광역시 달서구 도시창조국 공원녹지과,대구 달서구 월성동 475-12,,128.535815,35.82461661,노외,32,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28053,학산근린공원 삼거리 주차장,공공기관,대구광역시 달서구 도시창조국 공원녹지과,대구 달서구 본동 1118,,128.5384985,35.8323553,노외,83,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28054,운봉중,공공기관,전북특별자치도교육청 전북특별자치도남원교육지원청 운봉중학교,전북특별자치도 남원시 운봉읍 바래봉길 73,,127.5362637,35.43711906,노상,15,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28055,송현근린공원 주차장,공공기관,대구광역시 달서구 도시창조국 공원녹지과,대구 달서구 송현동 192-3,,128.5554981,35.83329442,노외,50,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28056,달서별빛캠프 주차장,공공기관,대구광역시 달서구 도시창조국 공원녹지과,대구 달서구 송현동 산 56,,128.5563936,35.82405492,노외,105,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28057,수밭근린공원 주차장,공공기관,대구광역시 달서구 도시창조국 공원녹지과,대구 달서구 도원동 885-1,,128.5492239,35.79958211,노외,86,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28058,학산공원 북 주차장,공공기관,대구광역시 달서구 도시창조국 공원녹지과,대구 달서구 본동 산 32-4,,128.5425641,35.83385992,노외,110,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28059,월배체육공원 주차장,공공기관,대구광역시 달서구 문화환경국 체육청소년과,대구 달서구 도원동 1473,,128.5360646,35.80195432,부설.부속,72,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28060,송현체육공원 주차장,공공기관,대구광역시 달서구 문화환경국 체육청소년과,대구 달서구 송현동 794-2,,128.5489906,35.82553646,노외,8,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28061,달서시장 공영주차장,공공기관,대구광역시 달서구 경제환경국 경제지원과,대구 달서구 본리동 110-5,,128.5437443,35.84093911,기타,99,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28062,월촌역시장 공영주차장,공공기관,대구광역시 달서구 경제환경국 경제지원과,대구 달서구 송현동 1949-21,,128.5489759,35.82226969,노외,26,2026-02-14,미개방,2026-02-15,미개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28063,서남신시장 공영주차장,공공기관,대구광역시 달서구 경제환경국 경제지원과,대구 달서구 감삼동 63-8,,128.5442908,35.85357301,노외,40,2026-02-14,미개방,2026-02-15,미개방,2026-02-16,미개방,2026-02-17,종일개방,2026-02-18,미개방,무료,
2026,설,28064,서남시장 공영주차장,공공기관,대구광역시 달서구 경제환경국 경제지원과,대구 달서구 감삼동 54-6,,128.5446508,35.85414521,노외,30,2026-02-14,미개방,2026-02-15,미개방,2026-02-16,미개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28065,성서용산시장 공영주차장,공공기관,대구광역시 달서구 경제환경국 경제지원과,대구 달서구 용산동 448-6,,128.5216849,35.85619322,노외,35,2026-02-14,미개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28067,충청남도교육청청양교육지원청청양도서관,교육청,충청남도교육청 충청남도청양교육지원청 충청남도청양교육지원청청양도서관,충남 청양군 청양읍 송방리 169-1, 본관 앞,126.8002917,36.45270395,노상,17,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28068,청양유치원,교육청,충청남도교육청 충청남도청양교육지원청 청양유치원,충남 청양군 청양읍 송방리 168-1,후면 주차장 ,126.799981,36.45307813,노상,15,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28069,서울식물원 제1주차장,공공기관,서울특별시 서울식물원,서울특별시 강서구 마곡동로 161,,126.8362981,37.56947193,부설.부속,184,2026-02-14,미개방,2026-02-15,미개방,2026-02-16,08:00 ~ 21:00,2026-02-17,08:00 ~ 21:00,2026-02-18,08:00 ~ 21:00,무료,
2026,설,28070,청양초등학교,교육청,충청남도교육청 충청남도청양교육지원청 청양초등학교,충남 청양군 청양읍 읍내리 5-2,교문 옆,126.8059237,36.45403542,노외,31,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28071,청송초등학교,교육청,충청남도교육청 충청남도청양교육지원청 청송초등학교,충남 청양군 청양읍 송방리 292-1,본관 앞,126.7877286,36.44944105,노외,23,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28072,운곡초등학교,교육청,충청남도교육청 충청남도청양교육지원청 운곡초등학교,충남 청양군 운곡면 신대리 598,노외,126.8461834,36.5248849,노외,42,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28074,수정초등학교,교육청,충청남도교육청 충청남도청양교육지원청 수정초등학교,충남 청양군 대치면 주정리 258-5,본관 앞,126.8283832,36.44544947,노외,17,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28075,목면초등학교,교육청,충청남도교육청 충청남도청양교육지원청 목면초등학교,충남 청양군 목면 안심리 355,본관 앞,127.0043471,36.42099608,노상,19,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28076,청남초등학교 교직원주차장,교육청,충청남도교육청 충청남도청양교육지원청 청남초등학교,충남 청양군 청남면 청소리 216-1,북쪽 출입문(교문 반대쪽,126.9517453,36.35483394,노상,12,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28077,남양초등학교,교육청,충청남도교육청 충청남도청양교육지원청 남양초등학교,충남 청양군 남양면 구룡리 22,본관 앞 ,126.7770144,36.40089076,노상,22,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28078,합천초등학교,교육청,충청남도교육청 충청남도청양교육지원청 합천초등학교,충남 청양군 화성면 산정리 243,교사동 앞,126.7141512,36.4256162,노외,21,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28079,청양중학교,교육청,충청남도교육청 충청남도청양교육지원청 청양중학교,충남 청양군 청양읍 송방리 133-1,정문 옆,126.7957921,36.45181725,노상,33,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28080,정산중학교 주차장,교육청,충청남도교육청 충청남도청양교육지원청 정산중학교,충남 청양군 정산면 역촌리 564-4,,126.9561529,36.41258641,노상,50,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,미개방,무료,
2026,설,28081,전북특별자치도교육청진안도서관 주차장,공공기관,전북특별자치도교육청 전북특별자치도진안교육지원청 전북특별자치도교육청진안도서관,전북특별자치도 진안군 진안읍 대광길 4,,127.4219348,35.78930101,노상,14,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28083,중리구봉 공영주차장,지방자치단체,대전광역시 대덕구 안전교통국 교통과,대전 대덕구 중리동 163-5,,127.4267372,36.36151834,노외,30,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28085,비래동 제1공영주차장,지방자치단체,대전광역시 대덕구 안전교통국 교통과,대전 대덕구 비래동 141-7,,127.4507368,36.35463646,노외,19,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28086,비래동로 31번길 공영주차장,지방자치단체,대전광역시 대덕구 안전교통국 교통과,대전 대덕구 비래동 128-4,,127.4498434,36.35671982,노외,10,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28087,비래동로 23번길 공영주차장,지방자치단체,대전광역시 대덕구 안전교통국 교통과,대전 대덕구 비래동 128-10,,127.4489471,36.35670111,노외,20,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28088,읍내어울림 공영주차장,지방자치단체,대전광역시 대덕구 안전교통국 교통과,대전 대덕구 읍내동 575-4,,127.4278012,36.37633627,노외,30,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28089,석봉동 산호빛공원 공영주차장,지방자치단체,대전광역시 대덕구 안전교통국 교통과,대전 대덕구 석봉동 780,,127.4210215,36.45374951,노외,50,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28090,길치근린공원 공영주차장,지방자치단체,대전광역시 대덕구 안전교통국 교통과,대전 대덕구 비래동 3-1,,127.4596693,36.35701523,노외,258,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28091,송촌대양 공영주차장,지방자치단체,대전광역시 대덕구 안전교통국 교통과,대전 대덕구 송촌동 487-1,,127.4390404,36.36198148,노외,29,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28092,법동 생활체육 공영주차장,지방자치단체,대전광역시 대덕구 안전교통국 교통과,대전 대덕구 법동 440-2,,127.428468,36.37426245,노외,34,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28093,평해중경북관광비즈니스고등학교주차장,공공기관,경상북도교육청 경북관광비즈니스고등학교,경북 울진군 평해읍 평해7길 61-3,,129.4429493,36.72891986,노상,14,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28094,수남초등학교 주차장,교육청,전북특별자치도교육청 전북특별자치도장수교육지원청 수남초등학교,전북특별자치도 장수군 장수읍 장수로 1898,,127.5068291,35.62523782,노상,30,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28095,천안업성고등학교,교육청,충청남도교육청 천안업성고등학교,충남 천안시 서북구 업성동 195-5,기숙사 앞,127.1375655,36.86172252,노외,25,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28096,천안상업고등학교,교육청,충청남도교육청 천안상업고등학교,충남 천안시 서북구 신당동 98,지상주차장,127.1572917,36.85908602,부설.부속,50,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28098,수청초등학교 ,교육청,충청남도교육청 충청남도당진교육지원청 수청초등학교,충남 당진시 수청동 1558,옥외주차장,126.6520339,36.88902486,부설.부속,10,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28099,고산초등학교,교육청,충청남도교육청 충청남도당진교육지원청 고산초등학교,충남 당진시 고대면 장항리 1050-2,,126.5726227,36.95715964,노상,27,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28100,석문초등학교 주차장,교육청,충청남도교육청 충청남도당진교육지원청 석문초등학교,충남 당진시 석문면 통정리 594,"정문 옆, 강당 옆",126.5890894,36.98704064,부설.부속,42,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28101,북창초등학교,교육청,충청남도교육청 충청남도당진교육지원청 북창초등학교,충남 당진시 순성면 중방리 15,정문 앞,126.76475,36.85001764,노상,12,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28102,유곡초등학교,교육청,충청남도교육청 충청남도당진교육지원청 유곡초등학교,충남 당진시 송산면 유곡리 219-2,본관 앞,126.6943613,36.9604221,노상,30,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28103,서산대진초등학교,교육청,충청남도교육청 충청남도서산교육지원청 서산대진초등학교,충남 서산시 대산읍 기은리 612-19,본관 앞,126.3844363,36.97742383,노상,20,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28104,서산동문초등학교,교육청,충청남도교육청 충청남도서산교육지원청 서산동문초등학교,충남 서산시 동문동 11,A동 뒤편 및 외부주차장,126.466554,36.78782691,노상,58,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28105,서산부춘중학교,교육청,충청남도교육청 충청남도서산교육지원청 서산부춘중학교,충남 서산시 읍내동 585-1,"본동 후면, 후문 내 주차장",126.4440156,36.78617912,노상,44,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28106,서산서남초등학교,교육청,충청남도교육청 충청남도서산교육지원청 서산서남초등학교,충남 서산시 예천동 464-1,교사동1동 북측,126.444819,36.77021477,노상,50,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28107,서산석림중학교,교육청,충청남도교육청 충청남도서산교육지원청 서산석림중학교,충남 서산시 석림동 557-10,본관 앞,126.4682256,36.77343367,노외,50,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28108,서산석림초등학교,교육청,충청남도교육청 충청남도서산교육지원청 서산석림초등학교,충남 서산시 석림동 457-7,후문 앞,126.4655413,36.76964348,노상,49,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28109,서산여자중학교,교육청,충청남도교육청 충청남도서산교육지원청 서산여자중학교,충남 서산시 석림동 420,운동장,126.467619,36.7684135,노상,83,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28110,서산예천초등학교,교육청,충청남도교육청 충청남도서산교육지원청 서산예천초등학교,충남 서산시 예천동 78-4,예천주공1단지 방향,126.4496182,36.76962576,부설.부속,40,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28111,서산중학교,교육청,충청남도교육청 충청남도서산교육지원청 서산중학교,충남 서산시 석남동 57-1,후문 주차장,126.4587941,36.76873773,노상,72,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28112,서산초등학교,교육청,충청남도교육청 충청남도서산교육지원청 서산초등학교,충남 서산시 동문동 915,서산초등학교 교내 주차장,126.455479,36.78011149,노상,30,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28113,성연유치원,교육청,충청남도교육청 충청남도서산교육지원청 성연유치원,충남 서산시 성연면 왕정리 315, 본관 앞,126.4609952,36.83538758,노상,81,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28114,성연중학교 ,교육청,충청남도교육청 충청남도서산교육지원청 성연중학교,충남 서산시 성연면 평리 299-1,본동 주변,126.4621515,36.83678816,노상,22,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28115,성연초등학교,교육청,충청남도교육청 충청남도서산교육지원청 성연초등학교,충남 서산시 성연면 일람리 1084,본관 주변,126.4489654,36.82401673,노상,21,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28116,언암초등학교,교육청,충청남도교육청 충청남도서산교육지원청 언암초등학교,충남 서산시 해미면 기지리 1-19,"본관 앞, 뒤",126.5111991,36.70784688,노상,32,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28117,오산초등학교,교육청,충청남도교육청 충청남도서산교육지원청 오산초등학교,충남 서산시 오남동 305-6,후동 뒤편,126.4828834,36.74573243,노상,18,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28118,운신초등학교,교육청,충청남도교육청 충청남도서산교육지원청 운신초등학교,충남 서산시 운산면 신창리 304-1,본동 옆 주차장,126.5620235,36.75667206,노상,19,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28119,음암초등학교 주차장,교육청,충청남도교육청 충청남도서산교육지원청 음암초등학교,충남 서산시 음암면 도당리 849,강당옆. 2동 뒷편,126.5189273,36.8006641,노상,34,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28120,인지중학교,교육청,충청남도교육청 충청남도서산교육지원청 인지중학교,충남 서산시 인지면 야당리 545-10,본관 앞,126.4269092,36.74960932,노상,32,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28121,인지초등학교,교육청,충청남도교육청 충청남도서산교육지원청 인지초등학교,충남 서산시 인지면 둔당리 235,운동장 옆,126.4255433,36.75570575,노상,32,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28122,차동초등학교,교육청,충청남도교육청 충청남도서산교육지원청 차동초등학교,충남 서산시 인지면 차리 41,본동(교사동) 후방,126.4008616,36.77657606,노상,25,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28123,팔봉초등학교,교육청,충청남도교육청 충청남도서산교육지원청 팔봉초등학교,충남 서산시 팔봉면 양길리 1103,"본관 앞,뒤 주차장",126.362462,36.82765796,노상,22,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28124,학돌초등학교,교육청,충청남도교육청 충청남도서산교육지원청 학돌초등학교,충남 서산시 읍내동 624-2,본관 1층,126.4445847,36.78494808,노상,40,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28126,해미초등학교,교육청,충청남도교육청 충청남도서산교육지원청 해미초등학교,충남 서산시 해미면 반양리 408-8,본관 앞,126.5432594,36.7176031,노외,68,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28127,보령창미유치원,교육청,충청남도교육청 충청남도보령교육지원청 보령창미유치원,충남 보령시 주교면 관창리 815-4,본관 앞,126.5710831,36.36637388,노상,30,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28128,태안유치원,교육청,충청남도교육청 충청남도태안교육지원청 태안유치원,충남 태안군 태안읍 평천리 674,본관 앞,126.3203517,36.75468346,노상,20,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28129,원봉초등학교,교육청,충청남도교육청 충청남도논산계룡교육지원청 원봉초등학교,충남 논산시 성동면 정지리 100,본관 앞,127.0605513,36.21241675,노상,34,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28130,서도초등학교 주차장,교육청,충청남도교육청 충청남도서천교육지원청 서도초등학교,충남 서천군 서면 도둔리 677-2,체육관1층,126.521308,36.15306617,노상,20,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28131,서천초등학교,교육청,충청남도교육청 충청남도서천교육지원청 서천초등학교,충남 서천군 서천읍 군사리 724-1,강당 지하1층,126.6884824,36.07859579,노외,25,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,28132,송림초등학교 주차장,교육청,충청남도교육청 충청남도서천교육지원청 송림초등학교,충남 서천군 장항읍 옥산리 639-5,본관 우측,126.6839676,36.02939774,노상,26,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
